#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
29,12,8.521,3.68,0.37,-0.39252,187.5,0.00511952,0.000255976,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,13,8.521,3.68,0.37,-0.39252,202.5,0.00553759,0.000276879,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,14,8.521,3.68,0.37,-0.39252,217.5,0.00545061,0.000272531,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,15,8.521,3.68,0.37,-0.39252,232.5,0.00555977,0.000277989,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,16,8.521,3.68,0.37,-0.39252,247.5,0.00681142,0.000340571,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,17,8.521,3.68,0.37,-0.39252,262.5,0.00716122,0.000358061,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,18,8.521,3.68,0.37,-0.39252,277.5,0.00853536,0.000426768,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,19,8.521,3.68,0.37,-0.39252,292.5,0.0108348,0.000541739,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,20,8.521,3.68,0.37,-0.39252,307.5,0.0125835,0.000629177,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,21,8.521,3.68,0.37,-0.39252,322.5,0.0134527,0.000672637,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,22,8.521,3.68,0.37,-0.39252,337.5,0.0183804,0.000919022,0.05,-1.81287,-0.78057,-0.1525,0.0015
29,23,8.521,3.68,0.37,-0.39252,352.5,0.0198586,0.000992932,0.05,-1.81287,-0.78057,-0.1525,0.0015
30,0,8.521,3.68,0.37,-0.48052,7.5,0.0181338,0.000906688,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,1,8.521,3.68,0.37,-0.48052,22.5,0.0165933,0.000829665,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,2,8.521,3.68,0.37,-0.48052,37.5,0.0126508,0.000632542,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,3,8.521,3.68,0.37,-0.48052,52.5,0.0100812,0.000504059,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,4,8.521,3.68,0.37,-0.48052,67.5,0.00757041,0.00037852,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,5,8.521,3.68,0.37,-0.48052,82.5,0.00632996,0.000316498,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,6,8.521,3.68,0.37,-0.48052,97.5,0.00584585,0.000292292,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,7,8.521,3.68,0.37,-0.48052,112.5,0.00492527,0.000246264,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,8,8.521,3.68,0.37,-0.48052,127.5,0.00457941,0.00022897,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,9,8.521,3.68,0.37,-0.48052,142.5,0.00399568,0.000199784,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,10,8.521,3.68,0.37,-0.48052,157.5,0.0042444,0.00021222,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,11,8.521,3.68,0.37,-0.48052,172.5,0.00406805,0.000203402,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,12,8.521,3.68,0.37,-0.48052,187.5,0.00376459,0.000188229,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,13,8.521,3.68,0.37,-0.48052,202.5,0.00380372,0.000190186,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,14,8.521,3.68,0.37,-0.48052,217.5,0.00447526,0.000223763,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,15,8.521,3.68,0.37,-0.48052,232.5,0.00457181,0.00022859,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,16,8.521,3.68,0.37,-0.48052,247.5,0.00462037,0.000231019,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,17,8.521,3.68,0.37,-0.48052,262.5,0.00537771,0.000268885,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,18,8.521,3.68,0.37,-0.48052,277.5,0.0063646,0.00031823,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,19,8.521,3.68,0.37,-0.48052,292.5,0.007596,0.0003798,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,20,8.521,3.68,0.37,-0.48052,307.5,0.00949834,0.000474917,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,21,8.521,3.68,0.37,-0.48052,322.5,0.0125969,0.000629844,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,22,8.521,3.68,0.37,-0.48052,337.5,0.015102,0.000755102,0.05,-1.27713,-0.63108,-0.36592,0.00163
30,23,8.521,3.68,0.37,-0.48052,352.5,0.0163444,0.000817222,0.05,-1.27713,-0.63108,-0.36592,0.00163
31,0,10.591,4.53,0.369,-0.20942,7.5,0.0142342,0.00071171,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,1,10.591,4.53,0.369,-0.20942,22.5,0.0141062,0.000705311,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,2,10.591,4.53,0.369,-0.20942,37.5,0.014222,0.000711102,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,3,10.591,4.53,0.369,-0.20942,52.5,0.0129423,0.000647115,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,4,10.591,4.53,0.369,-0.20942,67.5,0.0120751,0.000603755,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,5,10.591,4.53,0.369,-0.20942,82.5,0.0105219,0.000526095,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,6,10.591,4.53,0.369,-0.20942,97.5,0.0106684,0.000533421,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,7,10.591,4.53,0.369,-0.20942,112.5,0.00923459,0.00046173,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,8,10.591,4.53,0.369,-0.20942,127.5,0.00811036,0.000405518,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,9,10.591,4.53,0.369,-0.20942,142.5,0.00803301,0.00040165,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,10,10.591,4.53,0.369,-0.20942,157.5,0.00720285,0.000360142,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,11,10.591,4.53,0.369,-0.20942,172.5,0.00698328,0.000349164,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,12,10.591,4.53,0.369,-0.20942,187.5,0.00809937,0.000404969,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,13,10.591,4.53,0.369,-0.20942,202.5,0.00776787,0.000388393,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,14,10.591,4.53,0.369,-0.20942,217.5,0.00846518,0.000423259,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,15,10.591,4.53,0.369,-0.20942,232.5,0.00925526,0.000462763,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,16,10.591,4.53,0.369,-0.20942,247.5,0.00923163,0.000461582,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,17,10.591,4.53,0.369,-0.20942,262.5,0.00961558,0.000480779,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,18,10.591,4.53,0.369,-0.20942,277.5,0.0100239,0.000501194,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,19,10.591,4.53,0.369,-0.20942,292.5,0.0129638,0.000648191,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,20,10.591,4.53,0.369,-0.20942,307.5,0.0126525,0.000632627,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,21,10.591,4.53,0.369,-0.20942,322.5,0.0142153,0.000710767,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,22,10.591,4.53,0.369,-0.20942,337.5,0.0145404,0.000727021,0.05,-0.69491,-0.59055,-1.07847,0.00124
31,23,10.591,4.53,0.369,-0.20942,352.5,0.0150619,0.000753093,0.05,-0.69491,-0.59055,-1.07847,0.00124
32,0,10.591,4.55,0.37,-0.27194,7.5,0.0130756,0.00065378,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,1,10.591,4.55,0.37,-0.27194,22.5,0.0117435,0.000587175,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,2,10.591,4.55,0.37,-0.27194,37.5,0.010224,0.000511202,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,3,10.591,4.55,0.37,-0.27194,52.5,0.0106763,0.000533817,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,4,10.591,4.55,0.37,-0.27194,67.5,0.00922281,0.00046114,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,5,10.591,4.55,0.37,-0.27194,82.5,0.00861292,0.000430646,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,6,10.591,4.55,0.37,-0.27194,97.5,0.00714212,0.000357106,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,7,10.591,4.55,0.37,-0.27194,112.5,0.00691542,0.000345771,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,8,10.591,4.55,0.37,-0.27194,127.5,0.00626823,0.000313412,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,9,10.591,4.55,0.37,-0.27194,142.5,0.00561005,0.000280503,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,10,10.591,4.55,0.37,-0.27194,157.5,0.00595734,0.000297867,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,11,10.591,4.55,0.37,-0.27194,172.5,0.00545422,0.000272711,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,12,10.591,4.55,0.37,-0.27194,187.5,0.00562212,0.000281106,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,13,10.591,4.55,0.37,-0.27194,202.5,0.00605451,0.000302726,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,14,10.591,4.55,0.37,-0.27194,217.5,0.00632825,0.000316413,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,15,10.591,4.55,0.37,-0.27194,232.5,0.00672583,0.000336291,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,16,10.591,4.55,0.37,-0.27194,247.5,0.00675599,0.000337799,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,17,10.591,4.55,0.37,-0.27194,262.5,0.00743876,0.000371938,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,18,10.591,4.55,0.37,-0.27194,277.5,0.00772649,0.000386325,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,19,10.591,4.55,0.37,-0.27194,292.5,0.0091042,0.00045521,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,20,10.591,4.55,0.37,-0.27194,307.5,0.0100017,0.000500083,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,21,10.591,4.55,0.37,-0.27194,322.5,0.0110627,0.000553133,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,22,10.591,4.55,0.37,-0.27194,337.5,0.0127766,0.000638832,0.05,-2.14803,-0.68299,-0.13453,0.0011
32,23,10.591,4.55,0.37,-0.27194,352.5,0.0114333,0.000571666,0.05,-2.14803,-0.68299,-0.13453,0.0011
33,0,10.591,4.57,0.372,-0.33557,7.5,0.011336,0.000566799,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,1,10.591,4.57,0.372,-0.33557,22.5,0.0100374,0.000501869,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,2,10.591,4.57,0.372,-0.33557,37.5,0.00959282,0.000479641,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,3,10.591,4.57,0.372,-0.33557,52.5,0.00796203,0.000398102,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,4,10.591,4.57,0.372,-0.33557,67.5,0.00683114,0.000341557,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,5,10.591,4.57,0.372,-0.33557,82.5,0.00647873,0.000323937,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,6,10.591,4.57,0.372,-0.33557,97.5,0.00578964,0.000289482,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,7,10.591,4.57,0.372,-0.33557,112.5,0.00481133,0.000240566,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,8,10.591,4.57,0.372,-0.33557,127.5,0.00424698,0.000212349,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,9,10.591,4.57,0.372,-0.33557,142.5,0.00420178,0.000210089,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,10,10.591,4.57,0.372,-0.33557,157.5,0.00408123,0.000204061,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,11,10.591,4.57,0.372,-0.33557,172.5,0.00365558,0.000182779,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,12,10.591,4.57,0.372,-0.33557,187.5,0.00384926,0.000192463,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,13,10.591,4.57,0.372,-0.33557,202.5,0.00390703,0.000195351,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,14,10.591,4.57,0.372,-0.33557,217.5,0.00403168,0.000201584,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,15,10.591,4.57,0.372,-0.33557,232.5,0.00477554,0.000238777,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,16,10.591,4.57,0.372,-0.33557,247.5,0.00514227,0.000257113,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,17,10.591,4.57,0.372,-0.33557,262.5,0.00525517,0.000262759,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,18,10.591,4.57,0.372,-0.33557,277.5,0.00618927,0.000309464,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,19,10.591,4.57,0.372,-0.33557,292.5,0.00657169,0.000328585,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,20,10.591,4.57,0.372,-0.33557,307.5,0.00807289,0.000403645,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,21,10.591,4.57,0.372,-0.33557,322.5,0.00976693,0.000488347,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,22,10.591,4.57,0.372,-0.33557,337.5,0.011435,0.000571748,0.05,-1.58173,-0.09957,-0.78244,0.00077
33,23,10.591,4.57,0.372,-0.33557,352.5,0.0117099,0.000585497,0.05,-1.58173,-0.09957,-0.78244,0.00077
34,0,10.591,4.58,0.373,-0.39879,7.5,0.0127303,0.000636515,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,1,10.591,4.58,0.373,-0.39879,22.5,0.011417,0.000570848,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,2,10.591,4.58,0.373,-0.39879,37.5,0.0091251,0.000456255,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,3,10.591,4.58,0.373,-0.39879,52.5,0.00779869,0.000389935,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,4,10.591,4.58,0.373,-0.39879,67.5,0.00599068,0.000299534,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,5,10.591,4.58,0.373,-0.39879,82.5,0.00499262,0.000249631,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,6,10.591,4.58,0.373,-0.39879,97.5,0.00497076,0.000248538,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,7,10.591,4.58,0.373,-0.39879,112.5,0.00376665,0.000188333,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,8,10.591,4.58,0.373,-0.39879,127.5,0.00337802,0.000168901,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,9,10.591,4.58,0.373,-0.39879,142.5,0.00306753,0.000153377,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,10,10.591,4.58,0.373,-0.39879,157.5,0.00292966,0.000146483,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,11,10.591,4.58,0.373,-0.39879,172.5,0.0032079,0.000160395,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,12,10.591,4.58,0.373,-0.39879,187.5,0.00298999,0.000149499,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,13,10.591,4.58,0.373,-0.39879,202.5,0.00321324,0.000160662,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,14,10.591,4.58,0.373,-0.39879,217.5,0.00325057,0.000162528,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,15,10.591,4.58,0.373,-0.39879,232.5,0.00322374,0.000161187,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,16,10.591,4.58,0.373,-0.39879,247.5,0.00395125,0.000197562,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,17,10.591,4.58,0.373,-0.39879,262.5,0.00441512,0.000220756,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,18,10.591,4.58,0.373,-0.39879,277.5,0.00520162,0.000260081,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,19,10.591,4.58,0.373,-0.39879,292.5,0.00614746,0.000307373,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,20,10.591,4.58,0.373,-0.39879,307.5,0.00754476,0.000377238,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,21,10.591,4.58,0.373,-0.39879,322.5,0.00961462,0.000480731,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,22,10.591,4.58,0.373,-0.39879,337.5,0.0112201,0.000561004,0.05,-0.30045,-0.11063,-0.08726,0.00117
34,23,10.591,4.58,0.373,-0.39879,352.5,0.0124815,0.000624076,0.05,-0.30045,-0.11063,-0.08726,0.00117
35,0,10.591,4.57,0.371,-0.48338,7.5,0.0096185,0.000480925,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,1,10.591,4.57,0.371,-0.48338,22.5,0.00858716,0.000429358,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,2,10.591,4.57,0.371,-0.48338,37.5,0.00715417,0.000357709,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,3,10.591,4.57,0.371,-0.48338,52.5,0.00582015,0.000291008,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,4,10.591,4.57,0.371,-0.48338,67.5,0.00480337,0.000240168,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,5,10.591,4.57,0.371,-0.48338,82.5,0.00374834,0.000187417,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,6,10.591,4.57,0.371,-0.48338,97.5,0.00295481,0.00014774,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,7,10.591,4.57,0.371,-0.48338,112.5,0.00265933,0.000132966,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,8,10.591,4.57,0.371,-0.48338,127.5,0.00265824,0.000132912,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,9,10.591,4.57,0.371,-0.48338,142.5,0.00246785,0.000123392,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,10,10.591,4.57,0.371,-0.48338,157.5,0.00214781,0.00010739,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,11,10.591,4.57,0.371,-0.48338,172.5,0.0022874,0.00011437,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,12,10.591,4.57,0.371,-0.48338,187.5,0.00217005,0.000108502,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,13,10.591,4.57,0.371,-0.48338,202.5,0.00224218,0.000112109,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,14,10.591,4.57,0.371,-0.48338,217.5,0.00237335,0.000118668,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,15,10.591,4.57,0.371,-0.48338,232.5,0.002573,0.00012865,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,16,10.591,4.57,0.371,-0.48338,247.5,0.00284954,0.000142477,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,17,10.591,4.57,0.371,-0.48338,262.5,0.00303606,0.000151803,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,18,10.591,4.57,0.371,-0.48338,277.5,0.00373316,0.000186658,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,19,10.591,4.57,0.371,-0.48338,292.5,0.00487936,0.000243968,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,20,10.591,4.57,0.371,-0.48338,307.5,0.00563017,0.000281509,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,21,10.591,4.57,0.371,-0.48338,322.5,0.00666954,0.000333477,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,22,10.591,4.57,0.371,-0.48338,337.5,0.00838846,0.000419423,0.05,-0.59107,-0.3055,-0.18531,0.00093
35,23,10.591,4.57,0.371,-0.48338,352.5,0.00902788,0.000451394,0.05,-0.59107,-0.3055,-0.18531,0.00093
36,0,4.487,2.71,0.483,-0.34812,7.5,0.0311784,0.00155892,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,1,4.487,2.71,0.483,-0.34812,22.5,0.0303201,0.00151601,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,2,4.487,2.71,0.483,-0.34812,37.5,0.0277507,0.00138754,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,3,4.487,2.71,0.483,-0.34812,52.5,0.0259625,0.00129813,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,4,4.487,2.71,0.483,-0.34812,67.5,0.025438,0.0012719,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,5,4.487,2.71,0.483,-0.34812,82.5,0.0240531,0.00120265,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,6,4.487,2.71,0.483,-0.34812,97.5,0.0223405,0.00111702,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,7,4.487,2.71,0.483,-0.34812,112.5,0.0219406,0.00109703,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,8,4.487,2.71,0.483,-0.34812,127.5,0.0208483,0.00104241,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,9,4.487,2.71,0.483,-0.34812,142.5,0.0209533,0.00104767,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,10,4.487,2.71,0.483,-0.34812,157.5,0.0181553,0.000907764,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,11,4.487,2.71,0.483,-0.34812,172.5,0.0201961,0.00100981,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,12,4.487,2.71,0.483,-0.34812,187.5,0.0198556,0.000992782,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,13,4.487,2.71,0.483,-0.34812,202.5,0.0197089,0.000985444,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,14,4.487,2.71,0.483,-0.34812,217.5,0.0196114,0.000980568,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,15,4.487,2.71,0.483,-0.34812,232.5,0.0195593,0.000977966,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,16,4.487,2.71,0.483,-0.34812,247.5,0.0228604,0.00114302,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,17,4.487,2.71,0.483,-0.34812,262.5,0.0255108,0.00127554,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,18,4.487,2.71,0.483,-0.34812,277.5,0.0222592,0.00111296,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,19,4.487,2.71,0.483,-0.34812,292.5,0.0248234,0.00124117,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,20,4.487,2.71,0.483,-0.34812,307.5,0.0258121,0.00129061,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,21,4.487,2.71,0.483,-0.34812,322.5,0.0274766,0.00137383,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,22,4.487,2.71,0.483,-0.34812,337.5,0.0308393,0.00154197,0.05,-0.41692,-0.48887,-1.64049,0.00611
36,23,4.487,2.71,0.483,-0.34812,352.5,0.0284863,0.00142431,0.05,-0.41692,-0.48887,-1.64049,0.00611
37,0,4.487,2.71,0.483,-0.39062,7.5,0.0283698,0.00141849,0.05,-0.30677,0.01869,-4.03023,0.00396
37,1,4.487,2.71,0.483,-0.39062,22.5,0.0274244,0.00137122,0.05,-0.30677,0.01869,-4.03023,0.00396
37,2,4.487,2.71,0.483,-0.39062,37.5,0.0283373,0.00141687,0.05,-0.30677,0.01869,-4.03023,0.00396
37,3,4.487,2.71,0.483,-0.39062,52.5,0.026397,0.00131985,0.05,-0.30677,0.01869,-4.03023,0.00396
37,4,4.487,2.71,0.483,-0.39062,67.5,0.02066,0.001033,0.05,-0.30677,0.01869,-4.03023,0.00396
37,5,4.487,2.71,0.483,-0.39062,82.5,0.0201463,0.00100732,0.05,-0.30677,0.01869,-4.03023,0.00396
37,6,4.487,2.71,0.483,-0.39062,97.5,0.0179097,0.000895487,0.05,-0.30677,0.01869,-4.03023,0.00396
37,7,4.487,2.71,0.483,-0.39062,112.5,0.0187473,0.000937367,0.05,-0.30677,0.01869,-4.03023,0.00396
37,8,4.487,2.71,0.483,-0.39062,127.5,0.0158364,0.000791818,0.05,-0.30677,0.01869,-4.03023,0.00396
37,9,4.487,2.71,0.483,-0.39062,142.5,0.0143491,0.000717455,0.05,-0.30677,0.01869,-4.03023,0.00396
37,10,4.487,2.71,0.483,-0.39062,157.5,0.0146242,0.000731211,0.05,-0.30677,0.01869,-4.03023,0.00396
37,11,4.487,2.71,0.483,-0.39062,172.5,0.0155061,0.000775306,0.05,-0.30677,0.01869,-4.03023,0.00396
37,12,4.487,2.71,0.483,-0.39062,187.5,0.0145912,0.000729562,0.05,-0.30677,0.01869,-4.03023,0.00396
37,13,4.487,2.71,0.483,-0.39062,202.5,0.0147773,0.000738866,0.05,-0.30677,0.01869,-4.03023,0.00396
37,14,4.487,2.71,0.483,-0.39062,217.5,0.0163372,0.000816862,0.05,-0.30677,0.01869,-4.03023,0.00396
37,15,4.487,2.71,0.483,-0.39062,232.5,0.0159662,0.000798311,0.05,-0.30677,0.01869,-4.03023,0.00396
37,16,4.487,2.71,0.483,-0.39062,247.5,0.0188576,0.00094288,0.05,-0.30677,0.01869,-4.03023,0.00396
37,17,4.487,2.71,0.483,-0.39062,262.5,0.0171724,0.000858622,0.05,-0.30677,0.01869,-4.03023,0.00396
37,18,4.487,2.71,0.483,-0.39062,277.5,0.0202089,0.00101045,0.05,-0.30677,0.01869,-4.03023,0.00396
37,19,4.487,2.71,0.483,-0.39062,292.5,0.0226276,0.00113138,0.05,-0.30677,0.01869,-4.03023,0.00396
37,20,4.487,2.71,0.483,-0.39062,307.5,0.0213284,0.00106642,0.05,-0.30677,0.01869,-4.03023,0.00396
37,21,4.487,2.71,0.483,-0.39062,322.5,0.0252281,0.0012614,0.05,-0.30677,0.01869,-4.03023,0.00396
37,22,4.487,2.71,0.483,-0.39062,337.5,0.0239759,0.0011988,0.05,-0.30677,0.01869,-4.03023,0.00396
37,23,4.487,2.71,0.483,-0.39062,352.5,0.0282664,0.00141332,0.05,-0.30677,0.01869,-4.03023,0.00396
38,0,4.487,2.71,0.484,-0.43499,7.5,0.0318373,0.00159187,0.05,-0.989,-0.51302,-0.58695,0.00608
38,1,4.487,2.71,0.484,-0.43499,22.5,0.0324744,0.00162372,0.05,-0.989,-0.51302,-0.58695,0.00608
38,2,4.487,2.71,0.484,-0.43499,37.5,0.029175,0.00145875,0.05,-0.989,-0.51302,-0.58695,0.00608
38,3,4.487,2.71,0.484,-0.43499,52.5,0.0243832,0.00121916,0.05,-0.989,-0.51302,-0.58695,0.00608
38,4,4.487,2.71,0.484,-0.43499,67.5,0.0205921,0.00102961,0.05,-0.989,-0.51302,-0.58695,0.00608
38,5,4.487,2.71,0.484,-0.43499,82.5,0.0180681,0.000903404,0.05,-0.989,-0.51302,-0.58695,0.00608
38,6,4.487,2.71,0.484,-0.43499,97.5,0.0169229,0.000846147,0.05,-0.989,-0.51302,-0.58695,0.00608
38,7,4.487,2.71,0.484,-0.43499,112.5,0.0154692,0.000773461,0.05,-0.989,-0.51302,-0.58695,0.00608
38,8,4.487,2.71,0.484,-0.43499,127.5,0.0139151,0.000695756,0.05,-0.989,-0.51302,-0.58695,0.00608
38,9,4.487,2.71,0.484,-0.43499,142.5,0.0141594,0.00070797,0.05,-0.989,-0.51302,-0.58695,0.00608
38,10,4.487,2.71,0.484,-0.43499,157.5,0.013748,0.000687398,0.05,-0.989,-0.51302,-0.58695,0.00608
