#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
36,5,4.487,2.71,0.483,-0.34812,82.5,0.0373104,0.00186552,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,6,4.487,2.71,0.483,-0.34812,97.5,0.0380924,0.00190462,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,7,4.487,2.71,0.483,-0.34812,112.5,0.0405574,0.00202787,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,8,4.487,2.71,0.483,-0.34812,127.5,0.0411308,0.00205654,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,9,4.487,2.71,0.483,-0.34812,142.5,0.0434057,0.00217029,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,10,4.487,2.71,0.483,-0.34812,157.5,0.0388488,0.00194244,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,11,4.487,2.71,0.483,-0.34812,172.5,0.0439196,0.00219598,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,12,4.487,2.71,0.483,-0.34812,187.5,0.0431792,0.00215896,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,13,4.487,2.71,0.483,-0.34812,202.5,0.0421732,0.00210866,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,14,4.487,2.71,0.483,-0.34812,217.5,0.0406258,0.00203129,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,15,4.487,2.71,0.483,-0.34812,232.5,0.038588,0.0019294,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,16,4.487,2.71,0.483,-0.34812,247.5,0.0422577,0.00211288,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,17,4.487,2.71,0.483,-0.34812,262.5,0.0434982,0.00217491,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,18,4.487,2.71,0.483,-0.34812,277.5,0.0345277,0.00172639,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,19,4.487,2.71,0.483,-0.34812,292.5,0.0346793,0.00173397,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,20,4.487,2.71,0.483,-0.34812,307.5,0.0323719,0.00161859,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,21,4.487,2.71,0.483,-0.34812,322.5,0.0311595,0.00155798,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,22,4.487,2.71,0.483,-0.34812,337.5,0.0322956,0.00161478,0.05,-4.92662,11.0683,-3.57283,0.0316793
36,23,4.487,2.71,0.483,-0.34812,352.5,0.0285334,0.00142667,0.05,-4.92662,11.0683,-3.57283,0.0316793
37,0,4.487,2.71,0.483,-0.39062,7.5,0.0291636,0.00145818,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,1,4.487,2.71,0.483,-0.39062,22.5,0.0316803,0.00158401,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,2,4.487,2.71,0.483,-0.39062,37.5,0.0393759,0.00196879,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,3,4.487,2.71,0.483,-0.39062,52.5,0.0448192,0.00224096,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,4,4.487,2.71,0.483,-0.39062,67.5,0.042221,0.00211105,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,5,4.487,2.71,0.483,-0.39062,82.5,0.0482343,0.00241171,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,6,4.487,2.71,0.483,-0.39062,97.5,0.048798,0.0024399,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,7,4.487,2.71,0.483,-0.39062,112.5,0.0565729,0.00282865,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,8,4.487,2.71,0.483,-0.39062,127.5,0.0516551,0.00258276,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,9,4.487,2.71,0.483,-0.39062,142.5,0.0495033,0.00247517,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,10,4.487,2.71,0.483,-0.39062,157.5,0.0523185,0.00261592,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,11,4.487,2.71,0.483,-0.39062,172.5,0.0564724,0.00282362,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,12,4.487,2.71,0.483,-0.39062,187.5,0.0531405,0.00265702,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,13,4.487,2.71,0.483,-0.39062,202.5,0.0528662,0.00264331,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,14,4.487,2.71,0.483,-0.39062,217.5,0.0563623,0.00281811,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,15,4.487,2.71,0.483,-0.39062,232.5,0.0520787,0.00260393,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,16,4.487,2.71,0.483,-0.39062,247.5,0.0569056,0.00284528,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,17,4.487,2.71,0.483,-0.39062,262.5,0.0467892,0.00233946,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,18,4.487,2.71,0.483,-0.39062,277.5,0.0483842,0.00241921,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,19,4.487,2.71,0.483,-0.39062,292.5,0.0462422,0.00231211,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,20,4.487,2.71,0.483,-0.39062,307.5,0.0362133,0.00181066,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,21,4.487,2.71,0.483,-0.39062,322.5,0.0350555,0.00175277,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,22,4.487,2.71,0.483,-0.39062,337.5,0.0276966,0.00138483,0.05,-5.73842,12.7662,-5.27283,0.0426229
37,23,4.487,2.71,0.483,-0.39062,352.5,0.0290573,0.00145286,0.05,-5.73842,12.7662,-5.27283,0.0426229
38,0,4.487,2.71,0.484,-0.43499,7.5,0.0287248,0.00143624,0.05,-6.77122,14.075,-7.06902,0.0569257
38,1,4.487,2.71,0.484,-0.43499,22.5,0.0366922,0.00183461,0.05,-6.77122,14.075,-7.06902,0.0569257
38,2,4.487,2.71,0.484,-0.43499,37.5,0.0453142,0.00226571,0.05,-6.77122,14.075,-7.06902,0.0569257
38,3,4.487,2.71,0.484,-0.43499,52.5,0.0515983,0.00257991,0.05,-6.77122,14.075,-7.06902,0.0569257
38,4,4.487,2.71,0.484,-0.43499,67.5,0.0566672,0.00283336,0.05,-6.77122,14.075,-7.06902,0.0569257
38,5,4.487,2.71,0.484,-0.43499,82.5,0.0613673,0.00306836,0.05,-6.77122,14.075,-7.06902,0.0569257
38,6,4.487,2.71,0.484,-0.43499,97.5,0.0676658,0.00338329,0.05,-6.77122,14.075,-7.06902,0.0569257
38,7,4.487,2.71,0.484,-0.43499,112.5,0.0699689,0.00349844,0.05,-6.77122,14.075,-7.06902,0.0569257
38,8,4.487,2.71,0.484,-0.43499,127.5,0.0688883,0.00344442,0.05,-6.77122,14.075,-7.06902,0.0569257
38,9,4.487,2.71,0.484,-0.43499,142.5,0.0746531,0.00373266,0.05,-6.77122,14.075,-7.06902,0.0569257
38,10,4.487,2.71,0.484,-0.43499,157.5,0.075423,0.00377115,0.05,-6.77122,14.075,-7.06902,0.0569257
38,11,4.487,2.71,0.484,-0.43499,172.5,0.0754991,0.00377496,0.05,-6.77122,14.075,-7.06902,0.0569257
38,12,4.487,2.71,0.484,-0.43499,187.5,0.0718577,0.00359289,0.05,-6.77122,14.075,-7.06902,0.0569257
38,13,4.487,2.71,0.484,-0.43499,202.5,0.0681868,0.00340934,0.05,-6.77122,14.075,-7.06902,0.0569257
38,14,4.487,2.71,0.484,-0.43499,217.5,0.0750118,0.00375059,0.05,-6.77122,14.075,-7.06902,0.0569257
38,15,4.487,2.71,0.484,-0.43499,232.5,0.0677547,0.00338773,0.05,-6.77122,14.075,-7.06902,0.0569257
38,16,4.487,2.71,0.484,-0.43499,247.5,0.0645356,0.00322678,0.05,-6.77122,14.075,-7.06902,0.0569257
38,17,4.487,2.71,0.484,-0.43499,262.5,0.0621407,0.00310703,0.05,-6.77122,14.075,-7.06902,0.0569257
38,18,4.487,2.71,0.484,-0.43499,277.5,0.0629886,0.00314943,0.05,-6.77122,14.075,-7.06902,0.0569257
38,19,4.487,2.71,0.484,-0.43499,292.5,0.0586806,0.00293403,0.05,-6.77122,14.075,-7.06902,0.0569257
38,20,4.487,2.71,0.484,-0.43499,307.5,0.0488757,0.00244378,0.05,-6.77122,14.075,-7.06902,0.0569257
38,21,4.487,2.71,0.484,-0.43499,322.5,0.0394595,0.00197297,0.05,-6.77122,14.075,-7.06902,0.0569257
38,22,4.487,2.71,0.484,-0.43499,337.5,0.0364783,0.00182391,0.05,-6.77122,14.075,-7.06902,0.0569257
38,23,4.487,2.71,0.484,-0.43499,352.5,0.0286434,0.00143217,0.05,-6.77122,14.075,-7.06902,0.0569257
39,0,4.487,2.71,0.485,-0.47967,7.5,0.0316625,0.00158312,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,1,4.487,2.71,0.485,-0.47967,22.5,0.0434252,0.00217126,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,2,4.487,2.71,0.485,-0.47967,37.5,0.0586984,0.00293492,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,3,4.487,2.71,0.485,-0.47967,52.5,0.0671524,0.00335762,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,4,4.487,2.71,0.485,-0.47967,67.5,0.0726456,0.00363228,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,5,4.487,2.71,0.485,-0.47967,82.5,0.074874,0.0037437,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,6,4.487,2.71,0.485,-0.47967,97.5,0.0908881,0.00454441,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,7,4.487,2.71,0.485,-0.47967,112.5,0.0842454,0.00421227,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,8,4.487,2.71,0.485,-0.47967,127.5,0.0875601,0.00437801,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,9,4.487,2.71,0.485,-0.47967,142.5,0.08452,0.004226,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,10,4.487,2.71,0.485,-0.47967,157.5,0.0875319,0.00437659,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,11,4.487,2.71,0.485,-0.47967,172.5,0.0936287,0.00468143,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,12,4.487,2.71,0.485,-0.47967,187.5,0.0773687,0.00386843,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,13,4.487,2.71,0.485,-0.47967,202.5,0.0931866,0.00465933,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,14,4.487,2.71,0.485,-0.47967,217.5,0.0831464,0.00415732,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,15,4.487,2.71,0.485,-0.47967,232.5,0.0910272,0.00455136,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,16,4.487,2.71,0.485,-0.47967,247.5,0.0871237,0.00435619,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,17,4.487,2.71,0.485,-0.47967,262.5,0.0842825,0.00421413,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,18,4.487,2.71,0.485,-0.47967,277.5,0.0828223,0.00414111,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,19,4.487,2.71,0.485,-0.47967,292.5,0.0725775,0.00362888,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,20,4.487,2.71,0.485,-0.47967,307.5,0.0571295,0.00285648,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,21,4.487,2.71,0.485,-0.47967,322.5,0.0546635,0.00273317,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,22,4.487,2.71,0.485,-0.47967,337.5,0.0451483,0.00225741,0.05,-8.01461,15.0537,-8.87752,0.0744792
39,23,4.487,2.71,0.485,-0.47967,352.5,0.0312667,0.00156334,0.05,-8.01461,15.0537,-8.87752,0.0744792
40,0,4.487,2.72,0.485,-0.53988,7.5,0.0361175,0.00180588,0.05,-10.0575,15.9691,-11.2859,0.102206
40,1,4.487,2.72,0.485,-0.53988,22.5,0.0524403,0.00262201,0.05,-10.0575,15.9691,-11.2859,0.102206
40,2,4.487,2.72,0.485,-0.53988,37.5,0.0765059,0.00382529,0.05,-10.0575,15.9691,-11.2859,0.102206
40,3,4.487,2.72,0.485,-0.53988,52.5,0.0873692,0.00436846,0.05,-10.0575,15.9691,-11.2859,0.102206
40,4,4.487,2.72,0.485,-0.53988,67.5,0.110249,0.00551244,0.05,-10.0575,15.9691,-11.2859,0.102206
40,5,4.487,2.72,0.485,-0.53988,82.5,0.119882,0.00599412,0.05,-10.0575,15.9691,-11.2859,0.102206
40,6,4.487,2.72,0.485,-0.53988,97.5,0.112729,0.00563645,0.05,-10.0575,15.9691,-11.2859,0.102206
40,7,4.487,2.72,0.485,-0.53988,112.5,0.117822,0.0058911,0.05,-10.0575,15.9691,-11.2859,0.102206
40,8,4.487,2.72,0.485,-0.53988,127.5,0.120065,0.00600326,0.05,-10.0575,15.9691,-11.2859,0.102206
40,9,4.487,2.72,0.485,-0.53988,142.5,0.115122,0.00575608,0.05,-10.0575,15.9691,-11.2859,0.102206
40,10,4.487,2.72,0.485,-0.53988,157.5,0.118712,0.00593559,0.05,-10.0575,15.9691,-11.2859,0.102206
40,11,4.487,2.72,0.485,-0.53988,172.5,0.114594,0.00572969,0.05,-10.0575,15.9691,-11.2859,0.102206
40,12,4.487,2.72,0.485,-0.53988,187.5,0.117346,0.00586731,0.05,-10.0575,15.9691,-11.2859,0.102206
40,13,4.487,2.72,0.485,-0.53988,202.5,0.118107,0.00590535,0.05,-10.0575,15.9691,-11.2859,0.102206
40,14,4.487,2.72,0.485,-0.53988,217.5,0.124307,0.00621534,0.05,-10.0575,15.9691,-11.2859,0.102206
40,15,4.487,2.72,0.485,-0.53988,232.5,0.118352,0.0059176,0.05,-10.0575,15.9691,-11.2859,0.102206
40,16,4.487,2.72,0.485,-0.53988,247.5,0.104178,0.00520889,0.05,-10.0575,15.9691,-11.2859,0.102206
40,17,4.487,2.72,0.485,-0.53988,262.5,0.113186,0.00565928,0.05,-10.0575,15.9691,-11.2859,0.102206
40,18,4.487,2.72,0.485,-0.53988,277.5,0.108975,0.00544876,0.05,-10.0575,15.9691,-11.2859,0.102206
40,19,4.487,2.72,0.485,-0.53988,292.5,0.104823,0.00524116,0.05,-10.0575,15.9691,-11.2859,0.102206
40,20,4.487,2.72,0.485,-0.53988,307.5,0.0963016,0.00481508,0.05,-10.0575,15.9691,-11.2859,0.102206
40,21,4.487,2.72,0.485,-0.53988,322.5,0.070705,0.00353525,0.05,-10.0575,15.9691,-11.2859,0.102206
40,22,4.487,2.72,0.485,-0.53988,337.5,0.0525965,0.00262982,0.05,-10.0575,15.9691,-11.2859,0.102206
40,23,4.487,2.72,0.485,-0.53988,352.5,0.0373164,0.00186582,0.05,-10.0575,15.9691,-11.2859,0.102206
41,0,8.851,4.5,0.497,-0.40977,7.5,0.011201,0.00056005,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,1,8.851,4.5,0.497,-0.40977,22.5,0.0117667,0.000588334,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,2,8.851,4.5,0.497,-0.40977,37.5,0.0124434,0.000622172,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,3,8.851,4.5,0.497,-0.40977,52.5,0.0110982,0.000554911,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,4,8.851,4.5,0.497,-0.40977,67.5,0.0128986,0.00064493,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,5,8.851,4.5,0.497,-0.40977,82.5,0.0134658,0.000673288,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,6,8.851,4.5,0.497,-0.40977,97.5,0.0128837,0.000644187,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,7,8.851,4.5,0.497,-0.40977,112.5,0.0142177,0.000710883,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,8,8.851,4.5,0.497,-0.40977,127.5,0.0147913,0.000739565,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,9,8.851,4.5,0.497,-0.40977,142.5,0.0158969,0.000794843,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,10,8.851,4.5,0.497,-0.40977,157.5,0.0157326,0.000786629,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,11,8.851,4.5,0.497,-0.40977,172.5,0.0146145,0.000730724,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,12,8.851,4.5,0.497,-0.40977,187.5,0.014148,0.000707399,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,13,8.851,4.5,0.497,-0.40977,202.5,0.0151447,0.000757236,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,14,8.851,4.5,0.497,-0.40977,217.5,0.0153012,0.000765062,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,15,8.851,4.5,0.497,-0.40977,232.5,0.014596,0.0007298,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,16,8.851,4.5,0.497,-0.40977,247.5,0.0147498,0.00073749,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,17,8.851,4.5,0.497,-0.40977,262.5,0.0137762,0.00068881,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,18,8.851,4.5,0.497,-0.40977,277.5,0.0128934,0.000644669,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,19,8.851,4.5,0.497,-0.40977,292.5,0.0129864,0.000649318,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,20,8.851,4.5,0.497,-0.40977,307.5,0.0130585,0.000652924,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,21,8.851,4.5,0.497,-0.40977,322.5,0.0117169,0.000585846,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,22,8.851,4.5,0.497,-0.40977,337.5,0.0112564,0.000562818,0.05,-6.49621,13.9245,-6.33044,0.0135488
41,23,8.851,4.5,0.497,-0.40977,352.5,0.00994409,0.000497205,0.05,-6.49621,13.9245,-6.33044,0.0135488
42,0,8.851,4.53,0.501,-0.47956,7.5,0.0156673,0.000783364,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,1,8.851,4.53,0.501,-0.47956,22.5,0.0145378,0.000726892,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,2,8.851,4.53,0.501,-0.47956,37.5,0.0176605,0.000883023,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,3,8.851,4.53,0.501,-0.47956,52.5,0.0163478,0.000817392,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,4,8.851,4.53,0.501,-0.47956,67.5,0.0197623,0.000988117,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,5,8.851,4.53,0.501,-0.47956,82.5,0.0199884,0.000999419,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,6,8.851,4.53,0.501,-0.47956,97.5,0.0218761,0.00109381,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,7,8.851,4.53,0.501,-0.47956,112.5,0.0219376,0.00109688,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,8,8.851,4.53,0.501,-0.47956,127.5,0.0236387,0.00118194,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,9,8.851,4.53,0.501,-0.47956,142.5,0.0247522,0.00123761,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,10,8.851,4.53,0.501,-0.47956,157.5,0.0211216,0.00105608,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,11,8.851,4.53,0.501,-0.47956,172.5,0.0231057,0.00115528,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,12,8.851,4.53,0.501,-0.47956,187.5,0.0248687,0.00124343,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,13,8.851,4.53,0.501,-0.47956,202.5,0.0226452,0.00113226,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,14,8.851,4.53,0.501,-0.47956,217.5,0.0238608,0.00119304,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,15,8.851,4.53,0.501,-0.47956,232.5,0.0221415,0.00110708,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,16,8.851,4.53,0.501,-0.47956,247.5,0.0196555,0.000982773,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,17,8.851,4.53,0.501,-0.47956,262.5,0.0210177,0.00105088,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,18,8.851,4.53,0.501,-0.47956,277.5,0.0214287,0.00107144,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,19,8.851,4.53,0.501,-0.47956,292.5,0.018292,0.000914598,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,20,8.851,4.53,0.501,-0.47956,307.5,0.0177288,0.000886439,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,21,8.851,4.53,0.501,-0.47956,322.5,0.0167603,0.000838014,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,22,8.851,4.53,0.501,-0.47956,337.5,0.0157126,0.000785628,0.05,-8.39877,15.6918,-9.20236,0.0203631
42,23,8.851,4.53,0.501,-0.47956,352.5,0.0140997,0.000704987,0.05,-8.39877,15.6918,-9.20236,0.0203631
43,0,8.851,4.56,0.504,-0.54751,7.5,0.020807,0.00104035,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,1,8.851,4.56,0.504,-0.54751,22.5,0.0208616,0.00104308,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,2,8.851,4.56,0.504,-0.54751,37.5,0.0242258,0.00121129,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,3,8.851,4.56,0.504,-0.54751,52.5,0.0260189,0.00130095,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,4,8.851,4.56,0.504,-0.54751,67.5,0.026271,0.00131355,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,5,8.851,4.56,0.504,-0.54751,82.5,0.0292407,0.00146203,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,6,8.851,4.56,0.504,-0.54751,97.5,0.0325315,0.00162657,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,7,8.851,4.56,0.504,-0.54751,112.5,0.0290446,0.00145223,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,8,8.851,4.56,0.504,-0.54751,127.5,0.0323317,0.00161658,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,9,8.851,4.56,0.504,-0.54751,142.5,0.0294099,0.00147049,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,10,8.851,4.56,0.504,-0.54751,157.5,0.0332267,0.00166134,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,11,8.851,4.56,0.504,-0.54751,172.5,0.0305149,0.00152575,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,12,8.851,4.56,0.504,-0.54751,187.5,0.0286964,0.00143482,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,13,8.851,4.56,0.504,-0.54751,202.5,0.0336341,0.0016817,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,14,8.851,4.56,0.504,-0.54751,217.5,0.0288641,0.00144321,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,15,8.851,4.56,0.504,-0.54751,232.5,0.0336449,0.00168224,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,16,8.851,4.56,0.504,-0.54751,247.5,0.0294093,0.00147047,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,17,8.851,4.56,0.504,-0.54751,262.5,0.0285004,0.00142502,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,18,8.851,4.56,0.504,-0.54751,277.5,0.0279173,0.00139586,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,19,8.851,4.56,0.504,-0.54751,292.5,0.0251494,0.00125747,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,20,8.851,4.56,0.504,-0.54751,307.5,0.0252898,0.00126449,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,21,8.851,4.56,0.504,-0.54751,322.5,0.023904,0.0011952,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,22,8.851,4.56,0.504,-0.54751,337.5,0.0210981,0.00105491,0.05,-10.8105,16.8241,-11.9798,0.0289697
43,23,8.851,4.56,0.504,-0.54751,352.5,0.0198289,0.000991443,0.05,-10.8105,16.8241,-11.9798,0.0289697
44,0,8.851,4.57,0.506,-0.61382,7.5,0.0294332,0.00147166,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,1,8.851,4.57,0.506,-0.61382,22.5,0.0300528,0.00150264,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,2,8.851,4.57,0.506,-0.61382,37.5,0.0351508,0.00175754,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,3,8.851,4.57,0.506,-0.61382,52.5,0.0346233,0.00173116,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,4,8.851,4.57,0.506,-0.61382,67.5,0.0401291,0.00200645,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,5,8.851,4.57,0.506,-0.61382,82.5,0.0392744,0.00196372,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,6,8.851,4.57,0.506,-0.61382,97.5,0.0435895,0.00217948,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,7,8.851,4.57,0.506,-0.61382,112.5,0.0416045,0.00208023,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,8,8.851,4.57,0.506,-0.61382,127.5,0.0425562,0.00212781,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,9,8.851,4.57,0.506,-0.61382,142.5,0.0428657,0.00214329,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,10,8.851,4.57,0.506,-0.61382,157.5,0.0435673,0.00217837,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,11,8.851,4.57,0.506,-0.61382,172.5,0.0426508,0.00213254,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,12,8.851,4.57,0.506,-0.61382,187.5,0.0446449,0.00223225,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,13,8.851,4.57,0.506,-0.61382,202.5,0.0444149,0.00222074,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,14,8.851,4.57,0.506,-0.61382,217.5,0.0475062,0.00237531,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,15,8.851,4.57,0.506,-0.61382,232.5,0.0451732,0.00225866,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,16,8.851,4.57,0.506,-0.61382,247.5,0.0384392,0.00192196,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,17,8.851,4.57,0.506,-0.61382,262.5,0.0423331,0.00211666,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,18,8.851,4.57,0.506,-0.61382,277.5,0.0430521,0.0021526,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,19,8.851,4.57,0.506,-0.61382,292.5,0.0420779,0.00210389,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,20,8.851,4.57,0.506,-0.61382,307.5,0.037349,0.00186745,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,21,8.851,4.57,0.506,-0.61382,322.5,0.0306953,0.00153476,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,22,8.851,4.57,0.506,-0.61382,337.5,0.032188,0.0016094,0.05,-13.8631,17.5859,-14.6714,0.0404657
44,23,8.851,4.57,0.506,-0.61382,352.5,0.0295357,0.00147679,0.05,-13.8631,17.5859,-14.6714,0.0404657
45,0,8.851,4.59,0.508,-0.70728,7.5,0.0493701,0.0024685,0.05,-19.7151,18.321,-18.4487,0.0636673
45,1,8.851,4.59,0.508,-0.70728,22.5,0.05125,0.0025625,0.05,-19.7151,18.321,-18.4487,0.0636673
45,2,8.851,4.59,0.508,-0.70728,37.5,0.0559938,0.00279969,0.05,-19.7151,18.321,-18.4487,0.0636673
45,3,8.851,4.59,0.508,-0.70728,52.5,0.0600728,0.00300364,0.05,-19.7151,18.321,-18.4487,0.0636673
