#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
46,15,8.847,5.33,0.482,-0.38537,232.5,0.00294728,0.000147364,0.05,-0.21109,-0.11019,-0.61273,0.00041
46,16,8.847,5.33,0.482,-0.38537,247.5,0.00287609,0.000143805,0.05,-0.21109,-0.11019,-0.61273,0.00041
46,17,8.847,5.33,0.482,-0.38537,262.5,0.00299334,0.000149667,0.05,-0.21109,-0.11019,-0.61273,0.00041
46,18,8.847,5.33,0.482,-0.38537,277.5,0.00326826,0.000163413,0.05,-0.21109,-0.11019,-0.61273,0.00041
46,19,8.847,5.33,0.482,-0.38537,292.5,0.00357544,0.000178772,0.05,-0.21109,-0.11019,-0.61273,0.00041
46,20,8.847,5.33,0.482,-0.38537,307.5,0.00388895,0.000194448,0.05,-0.21109,-0.11019,-0.61273,0.00041
46,21,8.847,5.33,0.482,-0.38537,322.5,0.00403026,0.000201513,0.05,-0.21109,-0.11019,-0.61273,0.00041
46,22,8.847,5.33,0.482,-0.38537,337.5,0.00446156,0.000223078,0.05,-0.21109,-0.11019,-0.61273,0.00041
46,23,8.847,5.33,0.482,-0.38537,352.5,0.00400545,0.000200272,0.05,-0.21109,-0.11019,-0.61273,0.00041
47,0,8.847,5.34,0.483,-0.44561,7.5,0.00402831,0.000201415,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,1,8.847,5.34,0.483,-0.44561,22.5,0.00388801,0.000194401,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,2,8.847,5.34,0.483,-0.44561,37.5,0.00388039,0.000194019,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,3,8.847,5.34,0.483,-0.44561,52.5,0.00334972,0.000167486,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,4,8.847,5.34,0.483,-0.44561,67.5,0.00282192,0.000141096,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,5,8.847,5.34,0.483,-0.44561,82.5,0.00271094,0.000135547,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,6,8.847,5.34,0.483,-0.44561,97.5,0.00244034,0.000122017,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,7,8.847,5.34,0.483,-0.44561,112.5,0.00214702,0.000107351,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,8,8.847,5.34,0.483,-0.44561,127.5,0.00219578,0.000109789,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,9,8.847,5.34,0.483,-0.44561,142.5,0.0020703,0.000103515,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,10,8.847,5.34,0.483,-0.44561,157.5,0.00202701,0.00010135,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,11,8.847,5.34,0.483,-0.44561,172.5,0.00190809,9.54043e-05,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,12,8.847,5.34,0.483,-0.44561,187.5,0.00186177,9.30887e-05,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,13,8.847,5.34,0.483,-0.44561,202.5,0.00182109,9.10545e-05,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,14,8.847,5.34,0.483,-0.44561,217.5,0.00198549,9.92744e-05,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,15,8.847,5.34,0.483,-0.44561,232.5,0.00217655,0.000108827,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,16,8.847,5.34,0.483,-0.44561,247.5,0.00218544,0.000109272,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,17,8.847,5.34,0.483,-0.44561,262.5,0.00235022,0.000117511,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,18,8.847,5.34,0.483,-0.44561,277.5,0.0027229,0.000136145,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,19,8.847,5.34,0.483,-0.44561,292.5,0.00297929,0.000148965,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,20,8.847,5.34,0.483,-0.44561,307.5,0.00352419,0.000176209,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,21,8.847,5.34,0.483,-0.44561,322.5,0.00355722,0.000177861,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,22,8.847,5.34,0.483,-0.44561,337.5,0.00394936,0.000197468,0.05,-0.46908,-0.09928,-0.26347,0.00037
47,23,8.847,5.34,0.483,-0.44561,352.5,0.00414107,0.000207053,0.05,-0.46908,-0.09928,-0.26347,0.00037
48,0,8.847,5.36,0.485,-0.50851,7.5,0.00355599,0.0001778,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,1,8.847,5.36,0.485,-0.50851,22.5,0.00386228,0.000193114,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,2,8.847,5.36,0.485,-0.50851,37.5,0.0029593,0.000147965,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,3,8.847,5.36,0.485,-0.50851,52.5,0.00272957,0.000136479,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,4,8.847,5.36,0.485,-0.50851,67.5,0.00255617,0.000127809,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,5,8.847,5.36,0.485,-0.50851,82.5,0.00218454,0.000109227,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,6,8.847,5.36,0.485,-0.50851,97.5,0.00205371,0.000102686,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,7,8.847,5.36,0.485,-0.50851,112.5,0.00194174,9.70869e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,8,8.847,5.36,0.485,-0.50851,127.5,0.00165847,8.29233e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,9,8.847,5.36,0.485,-0.50851,142.5,0.00152789,7.63943e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,10,8.847,5.36,0.485,-0.50851,157.5,0.0014262,7.13101e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,11,8.847,5.36,0.485,-0.50851,172.5,0.00153374,7.66869e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,12,8.847,5.36,0.485,-0.50851,187.5,0.00133737,6.68683e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,13,8.847,5.36,0.485,-0.50851,202.5,0.00158563,7.92816e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,14,8.847,5.36,0.485,-0.50851,217.5,0.00159388,7.96941e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,15,8.847,5.36,0.485,-0.50851,232.5,0.00172046,8.60231e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,16,8.847,5.36,0.485,-0.50851,247.5,0.00187784,9.38919e-05,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,17,8.847,5.36,0.485,-0.50851,262.5,0.00207107,0.000103554,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,18,8.847,5.36,0.485,-0.50851,277.5,0.00216424,0.000108212,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,19,8.847,5.36,0.485,-0.50851,292.5,0.00236973,0.000118487,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,20,8.847,5.36,0.485,-0.50851,307.5,0.00283258,0.000141629,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,21,8.847,5.36,0.485,-0.50851,322.5,0.00297653,0.000148827,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,22,8.847,5.36,0.485,-0.50851,337.5,0.00323291,0.000161646,0.05,-0.90256,-0.06923,-0.11281,0.00046
48,23,8.847,5.36,0.485,-0.50851,352.5,0.00363486,0.000181743,0.05,-0.90256,-0.06923,-0.11281,0.00046
49,0,8.847,5.37,0.486,-0.56958,7.5,0.00301901,0.000150951,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,1,8.847,5.37,0.486,-0.56958,22.5,0.00288605,0.000144302,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,2,8.847,5.37,0.486,-0.56958,37.5,0.00273859,0.00013693,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,3,8.847,5.37,0.486,-0.56958,52.5,0.00238399,0.000119199,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,4,8.847,5.37,0.486,-0.56958,67.5,0.00223268,0.000111634,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,5,8.847,5.37,0.486,-0.56958,82.5,0.00193614,9.68069e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,6,8.847,5.37,0.486,-0.56958,97.5,0.00176759,8.83797e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,7,8.847,5.37,0.486,-0.56958,112.5,0.00158193,7.90963e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,8,8.847,5.37,0.486,-0.56958,127.5,0.00147799,7.38997e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,9,8.847,5.37,0.486,-0.56958,142.5,0.00148419,7.42097e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,10,8.847,5.37,0.486,-0.56958,157.5,0.00144766,7.23829e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,11,8.847,5.37,0.486,-0.56958,172.5,0.00145263,7.26316e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,12,8.847,5.37,0.486,-0.56958,187.5,0.00138953,6.94764e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,13,8.847,5.37,0.486,-0.56958,202.5,0.00136008,6.80039e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,14,8.847,5.37,0.486,-0.56958,217.5,0.00156352,7.81761e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,15,8.847,5.37,0.486,-0.56958,232.5,0.0016172,8.08601e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,16,8.847,5.37,0.486,-0.56958,247.5,0.0015512,7.75598e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,17,8.847,5.37,0.486,-0.56958,262.5,0.00172611,8.63057e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,18,8.847,5.37,0.486,-0.56958,277.5,0.00186835,9.34177e-05,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,19,8.847,5.37,0.486,-0.56958,292.5,0.0020939,0.000104695,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,20,8.847,5.37,0.486,-0.56958,307.5,0.0024814,0.00012407,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,21,8.847,5.37,0.486,-0.56958,322.5,0.00251793,0.000125896,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,22,8.847,5.37,0.486,-0.56958,337.5,0.00304663,0.000152332,0.05,-1.17665,-0.06055,-0.0781,0.00053
49,23,8.847,5.37,0.486,-0.56958,352.5,0.00323791,0.000161895,0.05,-1.17665,-0.06055,-0.0781,0.00053
50,0,8.847,5.38,0.486,-0.65465,7.5,0.00276884,0.000138442,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,1,8.847,5.38,0.486,-0.65465,22.5,0.00277526,0.000138763,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,2,8.847,5.38,0.486,-0.65465,37.5,0.00223307,0.000111653,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,3,8.847,5.38,0.486,-0.65465,52.5,0.00199878,9.99388e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,4,8.847,5.38,0.486,-0.65465,67.5,0.00174563,8.72816e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,5,8.847,5.38,0.486,-0.65465,82.5,0.00150415,7.52074e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,6,8.847,5.38,0.486,-0.65465,97.5,0.00139358,6.96789e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,7,8.847,5.38,0.486,-0.65465,112.5,0.00128929,6.44647e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,8,8.847,5.38,0.486,-0.65465,127.5,0.00119537,5.97687e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,9,8.847,5.38,0.486,-0.65465,142.5,0.00107966,5.3983e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,10,8.847,5.38,0.486,-0.65465,157.5,0.00102227,5.11133e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,11,8.847,5.38,0.486,-0.65465,172.5,0.00105997,5.29984e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,12,8.847,5.38,0.486,-0.65465,187.5,0.00106753,5.33763e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,13,8.847,5.38,0.486,-0.65465,202.5,0.0010518,5.25902e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,14,8.847,5.38,0.486,-0.65465,217.5,0.00111395,5.56973e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,15,8.847,5.38,0.486,-0.65465,232.5,0.00111303,5.56517e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,16,8.847,5.38,0.486,-0.65465,247.5,0.00127285,6.36427e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,17,8.847,5.38,0.486,-0.65465,262.5,0.00132669,6.63346e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,18,8.847,5.38,0.486,-0.65465,277.5,0.00143421,7.17106e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,19,8.847,5.38,0.486,-0.65465,292.5,0.00188945,9.44724e-05,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,20,8.847,5.38,0.486,-0.65465,307.5,0.00210255,0.000105128,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,21,8.847,5.38,0.486,-0.65465,322.5,0.00239756,0.000119878,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,22,8.847,5.38,0.486,-0.65465,337.5,0.00261374,0.000130687,0.05,-0.83466,-0.18331,-0.1813,0.00042
50,23,8.847,5.38,0.486,-0.65465,352.5,0.00272629,0.000136315,0.05,-0.83466,-0.18331,-0.1813,0.00042
51,0,10.992,7.04,0.494,-0.43254,7.5,0.00190747,9.53735e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,1,10.992,7.04,0.494,-0.43254,22.5,0.00183403,9.17016e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,2,10.992,7.04,0.494,-0.43254,37.5,0.0017489,8.74448e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,3,10.992,7.04,0.494,-0.43254,52.5,0.00175037,8.75187e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,4,10.992,7.04,0.494,-0.43254,67.5,0.00162829,8.14147e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,5,10.992,7.04,0.494,-0.43254,82.5,0.001625,8.12498e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,6,10.992,7.04,0.494,-0.43254,97.5,0.00143153,7.15763e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,7,10.992,7.04,0.494,-0.43254,112.5,0.00137043,6.85215e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,8,10.992,7.04,0.494,-0.43254,127.5,0.00119974,5.99868e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,9,10.992,7.04,0.494,-0.43254,142.5,0.00124223,6.21116e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,10,10.992,7.04,0.494,-0.43254,157.5,0.00128384,6.4192e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,11,10.992,7.04,0.494,-0.43254,172.5,0.00123354,6.16771e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,12,10.992,7.04,0.494,-0.43254,187.5,0.00123866,6.1933e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,13,10.992,7.04,0.494,-0.43254,202.5,0.00113266,5.66329e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,14,10.992,7.04,0.494,-0.43254,217.5,0.00126332,6.31658e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,15,10.992,7.04,0.494,-0.43254,232.5,0.00125662,6.28312e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,16,10.992,7.04,0.494,-0.43254,247.5,0.00134145,6.70727e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,17,10.992,7.04,0.494,-0.43254,262.5,0.00148179,7.40895e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,18,10.992,7.04,0.494,-0.43254,277.5,0.00149848,7.49238e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,19,10.992,7.04,0.494,-0.43254,292.5,0.00141889,7.09444e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,20,10.992,7.04,0.494,-0.43254,307.5,0.00160641,8.03206e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,21,10.992,7.04,0.494,-0.43254,322.5,0.00192362,9.6181e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,22,10.992,7.04,0.494,-0.43254,337.5,0.00171752,8.58758e-05,0.05,-0.44869,-0.21857,-0.87769,6e-05
51,23,10.992,7.04,0.494,-0.43254,352.5,0.00202249,0.000101124,0.05,-0.44869,-0.21857,-0.87769,6e-05
52,0,10.992,7.09,0.498,-0.52556,7.5,0.00178591,8.92957e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,1,10.992,7.09,0.498,-0.52556,22.5,0.00185756,9.28778e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,2,10.992,7.09,0.498,-0.52556,37.5,0.00150601,7.53004e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,3,10.992,7.09,0.498,-0.52556,52.5,0.00139478,6.97392e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,4,10.992,7.09,0.498,-0.52556,67.5,0.00128461,6.42305e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,5,10.992,7.09,0.498,-0.52556,82.5,0.00121431,6.07153e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,6,10.992,7.09,0.498,-0.52556,97.5,0.00092287,4.61435e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,7,10.992,7.09,0.498,-0.52556,112.5,0.00097045,4.85225e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,8,10.992,7.09,0.498,-0.52556,127.5,0.000945424,4.72712e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,9,10.992,7.09,0.498,-0.52556,142.5,0.00093639,4.68195e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,10,10.992,7.09,0.498,-0.52556,157.5,0.000802083,4.01041e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,11,10.992,7.09,0.498,-0.52556,172.5,0.000789341,3.94671e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,12,10.992,7.09,0.498,-0.52556,187.5,0.000868714,4.34357e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,13,10.992,7.09,0.498,-0.52556,202.5,0.000883481,4.41741e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,14,10.992,7.09,0.498,-0.52556,217.5,0.00092018,4.6009e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,15,10.992,7.09,0.498,-0.52556,232.5,0.000926612,4.63306e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,16,10.992,7.09,0.498,-0.52556,247.5,0.000957359,4.78679e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,17,10.992,7.09,0.498,-0.52556,262.5,0.00108305,5.41527e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,18,10.992,7.09,0.498,-0.52556,277.5,0.00124922,6.2461e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,19,10.992,7.09,0.498,-0.52556,292.5,0.00127458,6.37292e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,20,10.992,7.09,0.498,-0.52556,307.5,0.00137647,6.88236e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,21,10.992,7.09,0.498,-0.52556,322.5,0.00153118,7.65592e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,22,10.992,7.09,0.498,-0.52556,337.5,0.00168511,8.42555e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
52,23,10.992,7.09,0.498,-0.52556,352.5,0.00169737,8.48685e-05,0.05,-0.63592,-0.04231,-0.07489,0.00019
53,0,10.992,7.12,0.499,-0.61292,7.5,0.00143749,7.18745e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,1,10.992,7.12,0.499,-0.61292,22.5,0.00131992,6.59958e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,2,10.992,7.12,0.499,-0.61292,37.5,0.00126095,6.30473e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,3,10.992,7.12,0.499,-0.61292,52.5,0.00117772,5.88858e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,4,10.992,7.12,0.499,-0.61292,67.5,0.000978877,4.89439e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,5,10.992,7.12,0.499,-0.61292,82.5,0.000827638,4.13819e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,6,10.992,7.12,0.499,-0.61292,97.5,0.000817539,4.0877e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,7,10.992,7.12,0.499,-0.61292,112.5,0.000692642,3.46321e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,8,10.992,7.12,0.499,-0.61292,127.5,0.000614102,3.07051e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,9,10.992,7.12,0.499,-0.61292,142.5,0.000638847,3.19424e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,10,10.992,7.12,0.499,-0.61292,157.5,0.000558017,2.79009e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,11,10.992,7.12,0.499,-0.61292,172.5,0.000565091,2.82545e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,12,10.992,7.12,0.499,-0.61292,187.5,0.000587723,2.93862e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,13,10.992,7.12,0.499,-0.61292,202.5,0.000614587,3.07293e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,14,10.992,7.12,0.499,-0.61292,217.5,0.000594978,2.97489e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,15,10.992,7.12,0.499,-0.61292,232.5,0.000650841,3.2542e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,16,10.992,7.12,0.499,-0.61292,247.5,0.000710344,3.55172e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,17,10.992,7.12,0.499,-0.61292,262.5,0.00076839,3.84195e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,18,10.992,7.12,0.499,-0.61292,277.5,0.000814841,4.07421e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,19,10.992,7.12,0.499,-0.61292,292.5,0.000905941,4.5297e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,20,10.992,7.12,0.499,-0.61292,307.5,0.0011062,5.531e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,21,10.992,7.12,0.499,-0.61292,322.5,0.00132718,6.63592e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,22,10.992,7.12,0.499,-0.61292,337.5,0.00136819,6.84097e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
53,23,10.992,7.12,0.499,-0.61292,352.5,0.00139875,6.99374e-05,0.05,-0.90888,-0.12832,-0.14423,0.00011
54,0,10.992,7.11,0.499,-0.69787,7.5,0.0014086,7.04299e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,1,10.992,7.11,0.499,-0.69787,22.5,0.00127858,6.39291e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,2,10.992,7.11,0.499,-0.69787,37.5,0.000957611,4.78805e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,3,10.992,7.11,0.499,-0.69787,52.5,0.000991613,4.95806e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,4,10.992,7.11,0.499,-0.69787,67.5,0.0008367,4.1835e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,5,10.992,7.11,0.499,-0.69787,82.5,0.00073545,3.67725e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,6,10.992,7.11,0.499,-0.69787,97.5,0.000624422,3.12211e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,7,10.992,7.11,0.499,-0.69787,112.5,0.000595769,2.97885e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,8,10.992,7.11,0.499,-0.69787,127.5,0.000536902,2.68451e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,9,10.992,7.11,0.499,-0.69787,142.5,0.000490301,2.4515e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,10,10.992,7.11,0.499,-0.69787,157.5,0.000475072,2.37536e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,11,10.992,7.11,0.499,-0.69787,172.5,0.000467399,2.33699e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,12,10.992,7.11,0.499,-0.69787,187.5,0.000479847,2.39924e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,13,10.992,7.11,0.499,-0.69787,202.5,0.000506992,2.53496e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,14,10.992,7.11,0.499,-0.69787,217.5,0.000517203,2.58602e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,15,10.992,7.11,0.499,-0.69787,232.5,0.000510027,2.55013e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,16,10.992,7.11,0.499,-0.69787,247.5,0.000576354,2.88177e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,17,10.992,7.11,0.499,-0.69787,262.5,0.000647971,3.23985e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,18,10.992,7.11,0.499,-0.69787,277.5,0.000743547,3.71773e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,19,10.992,7.11,0.499,-0.69787,292.5,0.000814902,4.07451e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,20,10.992,7.11,0.499,-0.69787,307.5,0.000992695,4.96347e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,21,10.992,7.11,0.499,-0.69787,322.5,0.00113589,5.67947e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,22,10.992,7.11,0.499,-0.69787,337.5,0.0012627,6.3135e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
54,23,10.992,7.11,0.499,-0.69787,352.5,0.00131662,6.58309e-05,0.05,-0.49082,-0.12841,-0.13198,0.00016
55,0,10.992,7.1,0.498,-0.8556,7.5,0.0011275,5.6375e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
55,1,10.992,7.1,0.498,-0.8556,22.5,0.000994225,4.97112e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
55,2,10.992,7.1,0.498,-0.8556,37.5,0.000856467,4.28233e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
55,3,10.992,7.1,0.498,-0.8556,52.5,0.000721663,3.60832e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
55,4,10.992,7.1,0.498,-0.8556,67.5,0.000593568,2.96784e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
55,5,10.992,7.1,0.498,-0.8556,82.5,0.000502861,2.5143e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
55,6,10.992,7.1,0.498,-0.8556,97.5,0.000415016,2.07508e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
55,7,10.992,7.1,0.498,-0.8556,112.5,0.000370513,1.85256e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
55,8,10.992,7.1,0.498,-0.8556,127.5,0.000339617,1.69808e-05,0.05,-0.2579,-0.07918,-0.06463,0.00013
